longitude,latitude,phl_general_2020,geometry,index_right
120.97680555579764,14.638472222176611,50.932915,POINT (120.97680555579764 14.638472222176611),0
120.97708333357542,14.638472222176611,50.932915,POINT (120.97708333357542 14.638472222176611),0
120.9773611113532,14.638472222176611,72.512804,POINT (120.9773611113532 14.638472222176611),0
120.97652777801986,14.638194444398836,50.932915,POINT (120.97652777801986 14.638194444398836),0
120.97708333357542,14.638194444398836,50.932915,POINT (120.97708333357542 14.638194444398836),0
120.9773611113532,14.638194444398836,50.932915,POINT (120.9773611113532 14.638194444398836),0
120.97763888913096,14.638194444398836,72.512804,POINT (120.97763888913096 14.638194444398836),0
120.97625000024208,14.63791666662106,50.932915,POINT (120.97625000024208 14.63791666662106),0
120.97652777801986,14.63791666662106,50.932915,POINT (120.97652777801986 14.63791666662106),0
120.97680555579764,14.63791666662106,50.932915,POINT (120.97680555579764 14.63791666662106),0
120.97708333357542,14.63791666662106,50.932915,POINT (120.97708333357542 14.63791666662106),0
120.9773611113532,14.63791666662106,50.932915,POINT (120.9773611113532 14.63791666662106),0
120.97763888913096,14.63791666662106,50.932915,POINT (120.97763888913096 14.63791666662106),0
120.97791666690875,14.63791666662106,72.512804,POINT (120.97791666690875 14.63791666662106),0
120.98125000024208,14.63791666662106,1.874021,POINT (120.98125000024208 14.63791666662106),0
120.98152777801988,14.63791666662106,1.874021,POINT (120.98152777801988 14.63791666662106),0
120.98180555579764,14.63791666662106,1.874021,POINT (120.98180555579764 14.63791666662106),0
120.98208333357542,14.63791666662106,1.874021,POINT (120.98208333357542 14.63791666662106),0
120.9823611113532,14.63791666662106,21.235561,POINT (120.9823611113532 14.63791666662106),0
120.97569444468652,14.63763888884328,50.932915,POINT (120.97569444468652 14.63763888884328),0
120.9759722224643,14.63763888884328,50.932915,POINT (120.9759722224643 14.63763888884328),0
120.97625000024208,14.63763888884328,50.932915,POINT (120.97625000024208 14.63763888884328),0
120.97652777801986,14.63763888884328,50.932915,POINT (120.97652777801986 14.63763888884328),0
120.97708333357542,14.63763888884328,50.932915,POINT (120.97708333357542 14.63763888884328),0
120.9773611113532,14.63763888884328,50.932915,POINT (120.9773611113532 14.63763888884328),0
120.97763888913096,14.63763888884328,50.932915,POINT (120.97763888913096 14.63763888884328),0
120.97791666690875,14.63763888884328,72.512804,POINT (120.97791666690875 14.63763888884328),0
120.98013888913096,14.63763888884328,1.874021,POINT (120.98013888913096 14.63763888884328),0
120.98041666690877,14.63763888884328,1.874021,POINT (120.98041666690877 14.63763888884328),0
120.98069444468652,14.63763888884328,1.874021,POINT (120.98069444468652 14.63763888884328),0
120.9809722224643,14.63763888884328,1.874021,POINT (120.9809722224643 14.63763888884328),0
120.98125000024208,14.63763888884328,1.874021,POINT (120.98125000024208 14.63763888884328),0
120.98152777801988,14.63763888884328,1.874021,POINT (120.98152777801988 14.63763888884328),0
120.98180555579764,14.63763888884328,1.874021,POINT (120.98180555579764 14.63763888884328),0
120.98208333357542,14.63763888884328,1.874021,POINT (120.98208333357542 14.63763888884328),0
120.9823611113532,14.63763888884328,1.874021,POINT (120.9823611113532 14.63763888884328),0
120.98263888913098,14.63763888884328,1.874021,POINT (120.98263888913098 14.63763888884328),0
120.97569444468652,14.637361111065502,50.932915,POINT (120.97569444468652 14.637361111065502),0
120.9759722224643,14.637361111065502,50.932915,POINT (120.9759722224643 14.637361111065502),0
120.97625000024208,14.637361111065502,50.932915,POINT (120.97625000024208 14.637361111065502),0
120.97652777801986,14.637361111065502,50.932915,POINT (120.97652777801986 14.637361111065502),0
120.97708333357542,14.637361111065502,50.932915,POINT (120.97708333357542 14.637361111065502),0
120.9773611113532,14.637361111065502,50.932915,POINT (120.9773611113532 14.637361111065502),0
120.97763888913096,14.637361111065502,50.932915,POINT (120.97763888913096 14.637361111065502),0
120.97791666690875,14.637361111065502,50.932915,POINT (120.97791666690875 14.637361111065502),0
120.97819444468652,14.637361111065502,81.585086,POINT (120.97819444468652 14.637361111065502),0
120.9798611113532,14.637361111065502,1.874021,POINT (120.9798611113532 14.637361111065502),0
120.98013888913096,14.637361111065502,1.874021,POINT (120.98013888913096 14.637361111065502),0
120.98041666690877,14.637361111065502,1.874021,POINT (120.98041666690877 14.637361111065502),0
120.98069444468652,14.637361111065502,1.874021,POINT (120.98069444468652 14.637361111065502),0
120.9809722224643,14.637361111065502,1.874021,POINT (120.9809722224643 14.637361111065502),0
120.98125000024208,14.637361111065502,1.874021,POINT (120.98125000024208 14.637361111065502),0
120.98152777801988,14.637361111065502,1.874021,POINT (120.98152777801988 14.637361111065502),0
120.98180555579764,14.637361111065502,1.874021,POINT (120.98180555579764 14.637361111065502),0
120.98208333357542,14.637361111065502,1.874021,POINT (120.98208333357542 14.637361111065502),0
120.9823611113532,14.637361111065502,1.874021,POINT (120.9823611113532 14.637361111065502),0
120.98263888913098,14.637361111065502,1.874021,POINT (120.98263888913098 14.637361111065502),0
120.98291666690876,14.637361111065502,1.874021,POINT (120.98291666690876 14.637361111065502),0
120.98375000024208,14.637361111065502,1.874021,POINT (120.98375000024208 14.637361111065502),0
120.98402777801986,14.637361111065502,21.235561,POINT (120.98402777801986 14.637361111065502),0
120.97569444468652,14.637083333287723,85.50441,POINT (120.97569444468652 14.637083333287723),0
120.9759722224643,14.637083333287723,85.50441,POINT (120.9759722224643 14.637083333287723),0
120.97625000024208,14.637083333287723,85.50441,POINT (120.97625000024208 14.637083333287723),0
120.97708333357542,14.637083333287723,85.50441,POINT (120.97708333357542 14.637083333287723),0
120.9773611113532,14.637083333287723,44.719488,POINT (120.9773611113532 14.637083333287723),0
120.97763888913096,14.637083333287723,44.719488,POINT (120.97763888913096 14.637083333287723),0
120.97791666690875,14.637083333287723,44.719488,POINT (120.97791666690875 14.637083333287723),0
120.97819444468652,14.637083333287723,44.719488,POINT (120.97819444468652 14.637083333287723),0
120.9784722224643,14.637083333287723,81.585086,POINT (120.9784722224643 14.637083333287723),0
120.9798611113532,14.637083333287723,1.874021,POINT (120.9798611113532 14.637083333287723),0
120.98013888913096,14.637083333287723,1.874021,POINT (120.98013888913096 14.637083333287723),0
