amenity,addr_city,name,x,y,geometry
education,Manila,Saint Anthony School,120.9954349,14.57128194,"POLYGON ((120.9949624 14.5713397, 120.9956208 14.5717635, 120.995814 14.57133, 120.9958944 14.5713429, 120.9959454 14.5711067, 120.9950549 14.5709042, 120.9949624 14.5713397))"
education,Manila,St. Mary's Academy of Manila,120.9785457,14.61075499,"POLYGON ((120.9788819 14.6108936, 120.978807 14.6107321, 120.9786461 14.6104505, 120.9781884 14.6106643, 120.9782487 14.61082, 120.9783466 14.6109095, 120.9785059 14.610979, 120.9786401 14.6110205, 120.9788819 14.6108936))"
education,Manila,Father Pierre Tritz Institute - ERDA Tech,121.0130397,14.59056688,"POLYGON ((121.0125941 14.590494, 121.012603 14.5904967, 121.0130254 14.5906382, 121.0129021 14.5909996, 121.012924 14.5910067, 121.0131612 14.591083, 121.0134436 14.590428, 121.0132585 14.5903539, 121.01275 14.5901505, 121.0127386 14.5901459, 121.0125941 14.590494))"
education,Manila,Beata Elementary School,121.0130249,14.59012307,"POLYGON ((121.0127386 14.5901328, 121.0132175 14.5903311, 121.0133033 14.5901318, 121.0128901 14.5899083, 121.0128578 14.5899898, 121.0128118 14.5899733, 121.0127386 14.5901328))"
education,Manila,Don Bosco,120.9609322,14.61574027,"POLYGON ((120.9602451 14.616811, 120.9614561 14.6169083, 120.9615903 14.614636, 120.9604356 14.6145685, 120.9602451 14.616811))"
education,Manila,Saint Pius X Parochial School,121.0003719,14.57690235,"POLYGON ((121.0005371 14.5771522, 121.00054 14.5771082, 121.0003924 14.5769232, 121.0005732 14.576731, 121.0002619 14.5766269, 121.0002469 14.5771326, 121.0005371 14.5771522))"
education,Manila,St Peter the Apostle Kindergarten,120.9972816,14.58414362,"POLYGON ((120.9971617 14.5842405, 120.9974422 14.5842557, 120.9974498 14.5841239, 120.9974035 14.5841214, 120.9974062 14.584074, 120.9973106 14.5840679, 120.9973115 14.5840343, 120.99712 14.5840228, 120.9971133 14.5841265, 120.997169 14.5841296, 120.9971617 14.5842405))"
education,Manila,Melchora Aquino Elementary School,120.9770585,14.62684161,"POLYGON ((120.977129 14.6269626, 120.9772163 14.6269504, 120.977204 14.6267427, 120.9769008 14.6266959, 120.9769439 14.6269828, 120.977129 14.6269626))"
education,Manila,A.C. Herrera Elementary School,120.9804783,14.63413558,"POLYGON ((120.9803026 14.6342103, 120.9806432 14.6342437, 120.9806537 14.6341434, 120.9806358 14.6340882, 120.9806246 14.6340546, 120.980322 14.6340249, 120.9803026 14.6342103))"
education,Manila,Bagong Barangay Elementary School,121.0006502,14.58636794,"POLYGON ((121.0003156 14.5866923, 121.0004158 14.5867505, 121.0006379 14.5865803, 121.000718 14.5864524, 121.000885 14.58643, 121.0008628 14.5861961, 121.0009198 14.5860889, 121.0007466 14.5859784, 121.0003156 14.5866923))"
education,Manila,R. Almario Elementary School – Parola Annex,120.9556558,14.5981227,"POLYGON ((120.9555332 14.598207, 120.9557491 14.5982282, 120.9557639 14.5980298, 120.9555767 14.5980162, 120.9555332 14.598207))"
education,Manila,Elpidio Quirino High School,121.0174531,14.58985789,"POLYGON ((121.0175934 14.5902558, 121.0177812 14.5900144, 121.0177007 14.5899521, 121.0177061 14.5898846, 121.0176927 14.5898223, 121.017698 14.5897029, 121.01769 14.589568, 121.0171187 14.5895913, 121.0171241 14.5896562, 121.0171187 14.5897393, 121.0171402 14.5897626, 121.017167 14.5898275, 121.017175 14.5899625, 121.0172287 14.5900066, 121.0175934 14.5902558))"
education,Manila,Malayan High School of Science,120.9987097,14.59173805,"POLYGON ((120.9990889 14.5918159, 120.999041 14.591763, 120.9986966 14.5913632, 120.9983983 14.5916007, 120.9984247 14.5918197, 120.9987227 14.5920962, 120.9990889 14.5918159))"
education,Manila,Maranatha Christian Academy,121.0039264,14.59029346,"POLYGON ((121.0038371 14.5903838, 121.0040481 14.5902765, 121.0040124 14.5902032, 121.0038058 14.5903111, 121.0038371 14.5903838))"
education,Manila,General Maximo Hizon Elementary School,120.9767552,14.61128904,"POLYGON ((120.9763612 14.6117823, 120.9774032 14.6115435, 120.977257 14.6111633, 120.9770734 14.6108778, 120.9762097 14.610883, 120.9763612 14.6117823))"
education,Manila,General Miguel Malvar Elementary School,121.0097347,14.60622366,"POLYGON ((121.0097518 14.6065716, 121.0100523 14.6063891, 121.0097164 14.6058698, 121.0094183 14.6060693, 121.0097518 14.6065716))"
education,Manila,Legarda Elementary School,120.9988055,14.6120265,"POLYGON ((120.9981218 14.6123239, 120.9985518 14.6127244, 120.9990736 14.6121905, 120.9994876 14.6117446, 120.9990411 14.6113227, 120.9981218 14.6123239))"
education,Manila,Felipe G. Calderon Integrated School,120.978839,14.63167647,"POLYGON ((120.9788825 14.6324724, 120.9793181 14.6322949, 120.9788074 14.6308971, 120.9783541 14.6310476, 120.9788825 14.6324724))"
education,Manila,"President Sergio Osmeña, Sr. High School",120.972917,14.62850102,"POLYGON ((120.9727209 14.6289398, 120.973066 14.6288993, 120.9730098 14.6285574, 120.9731171 14.6285315, 120.9730891 14.6283661, 120.9732835 14.6283089, 120.973229 14.6281023, 120.9729451 14.6281727, 120.9726549 14.6282696, 120.9727209 14.6289398))"
education,Manila,Barrio Obrero Elementary School,120.9785071,14.63536801,"POLYGON ((120.9778922 14.6354277, 120.9779175 14.6355596, 120.9791366 14.6356065, 120.979146 14.6353537, 120.9789618 14.6353172, 120.9788633 14.635123, 120.9786935 14.6350502, 120.9785448 14.6351112, 120.9781957 14.6351476, 120.9778249 14.6352903, 120.9778922 14.6354277))"
education,Manila,Bridge to Hope,120.9602032,14.63020377,"POLYGON ((120.9601002 14.6302539, 120.9602574 14.6303034, 120.9603091 14.6301585, 120.9601475 14.6301018, 120.9601002 14.6302539))"
education,Manila,Arsenio H. Lacson Elementary School,120.9674957,14.62894264,"POLYGON ((120.967455 14.6287002, 120.9672833 14.6290603, 120.9675511 14.6291689, 120.9677033 14.6288449, 120.967455 14.6287002))"
education,Manila,Dr. Benigno Aldana Elementary School,121.0000368,14.6123347,"POLYGON ((120.9999289 14.6120859, 120.9997795 14.6124044, 120.9999902 14.6124969, 120.9999739 14.6125317, 121.0001265 14.6125987, 121.0002922 14.6122455, 120.9999289 14.6120859))"
education,Manila,Antonio Luna Elementary School,120.9819368,14.62660004,"POLYGON ((120.9816514 14.6265024, 120.9816394 14.626492, 120.981559 14.6267036, 120.9818754 14.6268151, 120.9819639 14.6266088, 120.9821088 14.626675, 120.982373 14.6268151, 120.9824561 14.6266789, 120.9820538 14.6264868, 120.9817359 14.6263207, 120.9816514 14.6265024))"
education,Manila,Pedro Guevara Elementary School,120.9711083,14.59739746,"POLYGON ((120.9714554 14.5979122, 120.971317 14.5977996, 120.9716386 14.5973974, 120.9716294 14.5970771, 120.9712497 14.5967775, 120.9709666 14.5967742, 120.9708303 14.5970119, 120.9707017 14.5969176, 120.9705757 14.5970609, 120.9707708 14.59722, 120.9704951 14.5975933, 120.971244 14.5981595, 120.9714554 14.5979122))"
education,Manila,Lakan Dula Elementary School,120.974583,14.62612574,"POLYGON ((120.9746861 14.6255969, 120.9744729 14.6256222, 120.9745084 14.6258194, 120.9744501 14.6258292, 120.9744763 14.6260024, 120.9742821 14.6260304, 120.9742647 14.6260329, 120.9743582 14.6264559, 120.9748751 14.6265258, 120.9746861 14.6255969))"
education,Manila,Francisco Benitez Elementary School,120.9738936,14.62618168,"POLYGON ((120.9735439 14.6266156, 120.9741812 14.6264464, 120.9743582 14.6264559, 120.9742647 14.6260329, 120.9742821 14.6260304, 120.9742047 14.6257364, 120.9735408 14.6259096, 120.9735563 14.6259583, 120.9734704 14.6259888, 120.9735207 14.6261886, 120.973455 14.6262081, 120.9735439 14.6266156))"
education,Manila,Saint Joseph School,120.9737733,14.6294585,"POLYGON ((120.973983 14.6295123, 120.9739475 14.6293333, 120.9735642 14.6294046, 120.973584 14.6295098, 120.9735997 14.6295836, 120.973983 14.6295123))"
education,Manila,Regina Apostolorum Academy,121.0151332,14.5973373,"POLYGON ((121.0153203 14.5977664, 121.0154655 14.597556, 121.0152733 14.5974043, 121.0154651 14.5971668, 121.0151982 14.5969157, 121.014698 14.5973417, 121.0148066 14.5974757, 121.0149327 14.597512, 121.0153203 14.5977664))"
education,Manila,Philippine Sun Yat Sen High School,120.9792788,14.60211145,"POLYGON ((120.9791827 14.6022732, 120.9793652 14.6022208, 120.9793483 14.6021837, 120.9792907 14.6020896, 120.9794476 14.6019997, 120.979471 14.6019844, 120.9794207 14.6019208, 120.9792409 14.602048, 120.979137 14.6020816, 120.9791542 14.6021588, 120.9791827 14.6022732))"
education,Manila,,120.9793566,14.61068675,"POLYGON ((120.9797733 14.6102818, 120.9794514 14.6104453, 120.9794139 14.6103856, 120.9793662 14.6104168, 120.9788421 14.6107364, 120.9789267 14.6108869, 120.9787271 14.6109846, 120.9789783 14.6110643, 120.9792386 14.6109253, 120.9792777 14.6109947, 120.9795826 14.6108252, 120.9795626 14.6107892, 120.9799283 14.6105993, 120.9797733 14.6102818))"
education,Manila,Philippine College of Criminology,120.9828789,14.60152621,"POLYGON ((120.9830585 14.6017163, 120.9830343 14.6016577, 120.9831132 14.6016342, 120.9831734 14.601754, 120.9833039 14.6016926, 120.9832012 14.6014885, 120.9831431 14.6015158, 120.9831346 14.6014989, 120.9830622 14.601533, 120.9830886 14.6015854, 120.9830132 14.6016064, 120.9829244 14.6013909, 120.9828324 14.6011858, 120.9825808 14.6012821, 120.9826646 14.6014889, 120.9826848 14.6016616, 120.9827287 14.6017882, 120.9829156 14.6017551, 120.9830585 14.6017163))"
education,Manila,Antonio Regidor Elementary School,120.9794304,14.60723368,"POLYGON ((120.9790358 14.6068066, 120.9791423 14.6071827, 120.9795183 14.607773, 120.9796004 14.6079356, 120.9797103 14.6078993, 120.9796058 14.6067754, 120.9790358 14.6068066))"
education,Manila,Immaculate Conception Academy of Manila,120.9678888,14.62488999,"POLYGON ((120.9679956 14.6253893, 120.9684366 14.6251083, 120.967876 14.6243005, 120.9677043 14.6244329, 120.9676172 14.624562, 120.9673342 14.6249318, 120.9679956 14.6253893))"
education,Manila,Manila Cathedral School,120.9752847,14.61800086,"POLYGON ((120.9747188 14.6172697, 120.9748806 14.6186381, 120.9756289 14.618559, 120.9760755 14.618459, 120.9759307 14.6178453, 120.9756407 14.6179176, 120.9756531 14.617975, 120.9754841 14.6180139, 120.9752814 14.617157, 120.9747188 14.6172697))"
education,Manila,San Rafael Parochial School,120.9652344,14.63545656,"POLYGON ((120.9649274 14.6355505, 120.9656405 14.6355631, 120.9651355 14.6352561, 120.9649274 14.6355505))"
education,Manila,Samson College of Science and Technology,120.9907901,14.59923701,"POLYGON ((120.9906426 14.5994309, 120.9907837 14.5993953, 120.9910157 14.5993431, 120.9909939 14.5992608, 120.9909787 14.59919, 120.9909748 14.5991763, 120.9909449 14.5990465, 120.9907949 14.5990789, 120.9907329 14.5990935, 120.9905763 14.5991304, 120.9905614 14.599136, 120.9906024 14.5992819, 120.9906426 14.5994309))"
education,Manila,Jose Abad Santos Memorial School,120.9906729,14.57062486,"POLYGON ((120.9906037 14.5704308, 120.9904636 14.5706638, 120.9907579 14.5708176, 120.9908736 14.5705842, 120.9906037 14.5704308))"
education,Manila,PCU Union High School of Manila,120.9878549,14.57437393,"POLYGON ((120.9874835 14.5743541, 120.9878456 14.5745469, 120.9880711 14.574667, 120.9882264 14.5743937, 120.9876388 14.5740809, 120.9874835 14.5743541))"
education,Manila,PCU Union Elementary School,120.9872861,14.5741408,"POLYGON ((120.9873293 14.5744227, 120.987553 14.5740206, 120.987243 14.5738589, 120.9870192 14.574261, 120.9873293 14.5744227))"
education,Manila,"The Ellinwood Christian School, Inc.",120.9877156,14.57479644,"POLYGON ((120.9880711 14.574667, 120.9878456 14.5745469, 120.9877953 14.5746491, 120.9874702 14.5744887, 120.9873275 14.5747421, 120.9877282 14.574956, 120.9876195 14.5751492, 120.9877731 14.5752271, 120.9880711 14.574667))"
education,Manila,Philippine Chung Hua School,121.0159982,14.59849415,"POLYGON ((121.0163357 14.5984919, 121.0157689 14.5982485, 121.0156334 14.5984776, 121.016255 14.5987495, 121.0163357 14.5984919))"
education,Manila,St. Peter the Apostle School,120.9967326,14.58345649,"POLYGON ((120.9970349 14.5829981, 120.9963339 14.5835466, 120.9965589 14.5838314, 120.9967929 14.5838327, 120.9968191 14.5834264, 120.9970665 14.5833927, 120.9970705 14.5830046, 120.9970349 14.5829981))"
education,Manila,ABE - International Business College,120.995963,14.60033536,"POLYGON ((120.9959205 14.6005139, 120.9960942 14.6004736, 120.9960017 14.6001557, 120.9958347 14.600194, 120.9959205 14.6005139))"
education,Manila,E.A. Remigio Elementary School,120.9843953,14.62921557,"POLYGON ((120.9842043 14.6291628, 120.9842059 14.6292734, 120.9845862 14.6292684, 120.9845847 14.6291577, 120.9842043 14.6291628))"
education,Manila,Cecilio Apostol Elementary School,120.9845418,14.61914189,"POLYGON ((120.9843424 14.6192555, 120.9847457 14.6192479, 120.9847413 14.6190283, 120.9843379 14.6190359, 120.9843424 14.6192555))"
education,Manila,President Corazon C. Aquino Vocational High School,120.9592647,14.59057187,"POLYGON ((120.9589885 14.5904272, 120.9589898 14.5907189, 120.9595411 14.5907166, 120.9595397 14.5904248, 120.9589885 14.5904272))"
education,Manila,Senator Benigno S. Aquino Jr. Elementary School,120.957175,14.59162426,"POLYGON ((120.9579384 14.591285, 120.9573718 14.5912961, 120.9573755 14.5915725, 120.9570648 14.5915758, 120.9570644 14.5912983, 120.9568456 14.5912803, 120.9565356 14.5915842, 120.9570996 14.592139, 120.9579465 14.5913201, 120.9579384 14.591285))"
education,Manila,President Corazon Aquino High School,120.9575166,14.59097354,"POLYGON ((120.9570734 14.5907996, 120.9570752 14.5911515, 120.9579599 14.5911475, 120.9579582 14.5907956, 120.9570734 14.5907996))"
education,Manila,Marcela Agoncillo Elementary School,120.9699734,14.5974858,"POLYGON ((120.9699263 14.5973242, 120.9698013 14.5975071, 120.9700205 14.5976474, 120.9701455 14.5974645, 120.9699263 14.5973242))"
education,Manila,P.U.P. College of Communication,121.0066912,14.59880958,"POLYGON ((121.0060653 14.598852, 121.0071115 14.5992093, 121.0071506 14.5990036, 121.0069806 14.5984346, 121.0061548 14.5986679, 121.0060737 14.5987329, 121.0060653 14.598852))"
education,Manila,Pedro Pelaez Elementary School,121.0065444,14.60427182,"POLYGON ((121.0063889 14.6041116, 121.0065334 14.6044533, 121.0067076 14.6043844, 121.0066326 14.604207, 121.0065683 14.6042325, 121.0064988 14.6040681, 121.0063889 14.6041116))"
education,Manila,Global Gleam Montessori Inc.,121.0084679,14.58034617,"POLYGON ((121.008398 14.5803735, 121.0085136 14.5804074, 121.0085244 14.5803698, 121.0085331 14.5803393, 121.0085387 14.5803199, 121.008422 14.5802844, 121.008398 14.5803735))"
education,Manila,,121.0085838,14.58038044,"POLYGON ((121.0085136 14.5804074, 121.0086315 14.580439, 121.008654 14.5803558, 121.0085387 14.5803199, 121.0085331 14.5803393, 121.0085244 14.5803698, 121.0085136 14.5804074))"
education,Manila,Jaime Cardinal Sin Learning Center,121.011808,14.58727327,"POLYGON ((121.0121043 14.58708, 121.0117449 14.5869378, 121.011527 14.5874959, 121.0118495 14.5876043, 121.0121043 14.58708))"
education,Manila,Doctor Benigno Aldana Elementary School,121.0022889,14.60573375,"POLYGON ((121.002101 14.6058205, 121.002382 14.6059139, 121.0024768 14.605647, 121.0021958 14.6055536, 121.002101 14.6058205))"
education,Manila,Polytechnic University of the Philippines M.H. Del Pilar Campus,121.0018599,14.60087312,"POLYGON ((121.0015452 14.6011878, 121.0020839 14.6012659, 121.002142 14.6009738, 121.0019691 14.6004223, 121.0017494 14.6003784, 121.0015452 14.6011878))"
education,Manila,,121.0086652,14.57265747,"POLYGON ((121.0087146 14.5728821, 121.0087792 14.5728874, 121.0088339 14.5728578, 121.008605 14.5724147, 121.0084966 14.5724571, 121.0087146 14.5728821))"
education,Manila,,120.9877198,14.6110509,POINT (120.9877198 14.6110509)
education,Manila,Philippine College Of Criminology,120.9832068,14.6018602,POINT (120.9832068 14.6018602)
education,Manila,Technological Institute of the Philippines,120.9867015,14.6004898,POINT (120.9867015 14.6004898)
education,Manila,Manila Central University College of Dentistry,120.9953029,14.6043351,POINT (120.9953029 14.6043351)
education,Manila,Leonor Rivera School,120.971672,14.61519,POINT (120.971672 14.61519)
education,Manila,Juan Luna High School,120.990158,14.605501,POINT (120.990158 14.605501)
education,Manila,Vicente Romualdez Integrated School,121.009201,14.602531,POINT (121.009201 14.602531)
education,Manila,Camilio Osias School,120.974418,14.62772,POINT (120.974418 14.62772)
education,Manila,Philippine Sun Yat Sen High School,120.97892,14.601861,POINT (120.97892 14.601861)
education,Manila,Philippine Marine Incorporated,120.9839827,14.6163277,POINT (120.9839827 14.6163277)
education,Manila,A. C. Herrera High School,120.979782,14.634731,POINT (120.979782 14.634731)
education,Manila,Vicente Orestes Romualdez School,121.0113635,14.6038683,POINT (121.0113635 14.6038683)
education,Manila,Our Help of Christian School,121.021329,14.5951849,POINT (121.021329 14.5951849)
education,Manila,Bethel High School,120.9826535,14.6062811,POINT (120.9826535 14.6062811)
education,Manila,St. Joseph School,121.003829,14.59349,POINT (121.003829 14.59349)
education,Manila,Manuel L. Quezon High School,120.978752,14.629441,POINT (120.978752 14.629441)
education,Manila,G. Lopez Jaena Elementary School,121.0039069,14.6147819,POINT (121.0039069 14.6147819)
education,Manila,PCU College of Business Administration,120.9872791,14.5740994,POINT (120.9872791 14.5740994)
education,Manila,Espiritu Santo High School Annex,120.9842418,14.6199121,POINT (120.9842418 14.6199121)
education,Manila,Family Clinic College,120.987316,14.615903,POINT (120.987316 14.615903)
education,Manila,Bethel Lutheran School,120.978958,14.62229,POINT (120.978958 14.62229)
education,Manila,Lope K. Santos School,121.012481,14.58052,POINT (121.012481 14.58052)
education,Manila,University of Santo Tomas High School,120.9880167,14.6104788,POINT (120.9880167 14.6104788)
education,Manila,Legarda High School,120.9987789,14.6145011,POINT (120.9987789 14.6145011)
education,Manila,Manila Central University,120.990516,14.60364,POINT (120.990516 14.60364)
education,Manila,Unciano Parammedical College,121.016325,14.6007556,POINT (121.016325 14.6007556)
education,Manila,De Ocampo Memorial College,120.9994698,14.5999489,POINT (120.9994698 14.5999489)
education,Manila,Three Angels Educational Center,121.008392,14.600561,POINT (121.008392 14.600561)
education,Manila,Gate 4,120.9874977,14.6039854,POINT (120.9874977 14.6039854)
education,Manila,,120.9813149,14.5915334,POINT (120.9813149 14.5915334)
education,Manila,Yamaha School of Music (Pearl River),120.9830078,14.6012644,POINT (120.9830078 14.6012644)
education,Manila,Leveriza Gate,120.9917081,14.5649011,POINT (120.9917081 14.5649011)
education,Manila,Gate 1 (South),120.9943843,14.563913,POINT (120.9943843 14.563913)
education,Manila,Millenium Gate (Gate 4),120.9909643,14.6083053,POINT (120.9909643 14.6083053)
education,Manila,AMA Computer School,121.0049726,14.602051,POINT (121.0049726 14.602051)
education,Manila,,120.9938563,14.5978285,POINT (120.9938563 14.5978285)
education,Manila,Barangay 657 Zone 70 Day Care Center,120.9780597,14.5889846,POINT (120.9780597 14.5889846)
education,Manila,Southern Institute of Maritime Studies-Manila,120.9789148,14.5780997,POINT (120.9789148 14.5780997)
education,Manila,Mariana Academy of Maritime Studies Inc.,120.9805543,14.5813306,POINT (120.9805543 14.5813306)
education,Manila,,120.9857174,14.5750823,POINT (120.9857174 14.5750823)
education,Manila,,120.987682,14.5768565,POINT (120.987682 14.5768565)
education,Manila,,120.9845623,14.5830629,POINT (120.9845623 14.5830629)
education,Manila,,120.9854577,14.5827976,POINT (120.9854577 14.5827976)
education,Manila,Only by Grace Academy,120.9875498,14.5815647,POINT (120.9875498 14.5815647)
education,Manila,,120.9849886,14.5877051,POINT (120.9849886 14.5877051)
education,Manila,,120.9856925,14.5882347,POINT (120.9856925 14.5882347)
education,Manila,,120.9895555,14.599393,POINT (120.9895555 14.599393)
education,Manila,,120.9921484,14.5643697,POINT (120.9921484 14.5643697)
education,Manila,,120.9858213,14.5749925,POINT (120.9858213 14.5749925)
education,Manila,St. Teodora's Learning Center,120.9764424,14.610295,POINT (120.9764424 14.610295)
education,Manila,Samantabhadra Institute,120.9772183,14.6212087,POINT (120.9772183 14.6212087)
education,Manila,Doña Maria D. Fabros Memorial School,120.9908352,14.5746984,POINT (120.9908352 14.5746984)
education,Manila,St. Raymund de penafort,120.9890656,14.6112471,POINT (120.9890656 14.6112471)
education,Manila,UST Faculty of Engineering,120.9922593,14.6097811,POINT (120.9922593 14.6097811)
education,Manila,UST College of Fine Arts and Design,120.9891696,14.6072896,POINT (120.9891696 14.6072896)
education,Manila,UST Faculty of Medicine and Surgery,120.9893875,14.6117871,POINT (120.9893875 14.6117871)
education,Manila,,120.9866269,14.5754704,POINT (120.9866269 14.5754704)
education,Manila,,120.9855129,14.6013342,POINT (120.9855129 14.6013342)
education,Manila,,121.0118254,14.5991543,POINT (121.0118254 14.5991543)
education,Manila,San Beda,120.9920309,14.5996021,POINT (120.9920309 14.5996021)
education,Manila,Gate 3,120.9873207,14.6032206,POINT (120.9873207 14.6032206)
education,Manila,STI College Recto,120.986777,14.6021514,POINT (120.986777 14.6021514)
education,Manila,Royal Philippines Educational Specialist,120.9860864,14.6024633,POINT (120.9860864 14.6024633)
education,Manila,Access Computer College,120.9854297,14.6028183,POINT (120.9854297 14.6028183)
education,Manila,Montessori Professional College,120.9855397,14.6027041,POINT (120.9855397 14.6027041)
education,Manila,,120.9862876,14.6012292,POINT (120.9862876 14.6012292)
education,Manila,Our Lady of Fatima Parochial School,121.0198847,14.5919203,POINT (121.0198847 14.5919203)
education,Manila,Gate 3,120.9912803,14.608595,POINT (120.9912803 14.608595)
education,Manila,Gate 5,120.99063,14.6079988,POINT (120.99063 14.6079988)
education,Manila,PUP,121.0019501,14.6008397,POINT (121.0019501 14.6008397)
education,Manila,Sean & Clyde,121.0189951,14.5925544,POINT (121.0189951 14.5925544)
education,Manila,UST College of Architecture,120.9893386,14.6071053,POINT (120.9893386 14.6071053)
education,Manila,MIT Exit Gate,120.9785525,14.5911705,POINT (120.9785525 14.5911705)
education,Manila,MIT Entrance gate,120.9788059,14.5905884,POINT (120.9788059 14.5905884)
education,Manila,Republic Institute,121.0018548,14.5743016,POINT (121.0018548 14.5743016)
education,Manila,Universal Driving School,121.0033055,14.5735186,POINT (121.0033055 14.5735186)
education,Manila,Reggio De San Jose Learning Center,121.0040214,14.5738243,POINT (121.0040214 14.5738243)
education,Manila,Happy Kids Learning Center,121.011671,14.5802939,POINT (121.011671 14.5802939)
education,Manila,Parking entrance,120.9885643,14.6043232,POINT (120.9885643 14.6043232)
education,Manila,,120.9885136,14.6043835,POINT (120.9885136 14.6043835)
education,Manila,,120.9883477,14.6034819,POINT (120.9883477 14.6034819)
education,Manila,,120.9889734,14.6039018,POINT (120.9889734 14.6039018)
education,Manila,Youth Life Student Center (YLSC) Elementary school,120.9873684,14.6025553,POINT (120.9873684 14.6025553)
education,Manila,Far East Maritime Training Institute,120.978608,14.5793719,POINT (120.978608 14.5793719)
education,Manila,Jesus Reigns Christian College,120.9885248,14.5733963,POINT (120.9885248 14.5733963)
education,Manila,Barangay 134 Daycare Center,120.9656116,14.6291641,POINT (120.9656116 14.6291641)
education,Manila,APEC School,120.9893658,14.6128184,POINT (120.9893658 14.6128184)
education,Manila,APEC School,120.9976023,14.603674,POINT (120.9976023 14.603674)
education,Manila,FEU Senior High School,120.9871592,14.6028026,POINT (120.9871592 14.6028026)
education,Manila,University of the East College of Law,120.9889996,14.6017634,POINT (120.9889996 14.6017634)
education,Manila,calvin THERAPY center,120.9929503,14.6142201,POINT (120.9929503 14.6142201)
education,Manila,calvin therapy center,120.9929767,14.614126,POINT (120.9929767 14.614126)
education,Manila,Philippine Merchant Marine School,120.9817456,14.6066518,POINT (120.9817456 14.6066518)
education,Manila,STIt,120.9917529,14.5694226,POINT (120.9917529 14.5694226)
education,Manila,University of Santo Tomas - Faculty of Civil Law,120.9890577,14.6102814,POINT (120.9890577 14.6102814)
education,Manila,Gota parking,120.9881733,14.6029217,POINT (120.9881733 14.6029217)
education,Manila,FEU Institute of Technology,120.9885516,14.6041377,POINT (120.9885516 14.6041377)
education,Manila,MULTIVECTOR,120.993353,14.6069702,POINT (120.993353 14.6069702)
education,Manila,Zenith Training Center,120.9815306,14.5758054,POINT (120.9815306 14.5758054)
education,Manila,Ecclesiastical Faculties Office,120.9880204,14.6089158,POINT (120.9880204 14.6089158)
education,Manila,Saint Anthony of Makati Montessori Inc.,121.0068135,14.5799464,POINT (121.0068135 14.5799464)
education,Manila,,120.9853509,14.5796375,POINT (120.9853509 14.5796375)
education,Manila,Chinese General Hospital Colleges,120.9882139,14.625325,POINT (120.9882139 14.625325)
education,Manila,Oceanlink Institute inc.,120.9796472,14.5808505,POINT (120.9796472 14.5808505)
education,Manila,,120.9931625,14.5985016,POINT (120.9931625 14.5985016)
education,Manila,United Seafarers Maritime Center,120.9831579,14.588917,POINT (120.9831579 14.588917)
education,Manila,,120.9779737,14.5920999,POINT (120.9779737 14.5920999)
education,Manila,,120.9784009,14.5915407,POINT (120.9784009 14.5915407)
education,Manila,UST AMV College of Accountancy,120.9901115,14.6100901,POINT (120.9901115 14.6100901)
education,Manila,Perpetual Help College Manila,120.988561,14.6121433,POINT (120.988561 14.6121433)
education,Manila,"DLS-CSB School of Hotel, Restaurant, and Institution Management",120.9977384,14.5665323,POINT (120.9977384 14.5665323)
education,Manila,IMMAJ-PJMCC AMOSUP Mariner's Home,120.9878971,14.5730138,POINT (120.9878971 14.5730138)
education,Manila,"Buenaventura Garcia Paredes, O.P. Building",120.9882923,14.6083296,POINT (120.9882923 14.6083296)
education,Manila,Manila Central University (Administration and Pharmacy),120.9833113,14.6078416,POINT (120.9833113 14.6078416)
education,Manila,,120.9786869,14.5897318,POINT (120.9786869 14.5897318)
education,Manila,,120.9784594,14.5895488,POINT (120.9784594 14.5895488)
education,Manila,Altitude Training Center-(9th Floor),120.9797187,14.580882,POINT (120.9797187 14.580882)
education,Manila,,120.9776203,14.608016,POINT (120.9776203 14.608016)
education,Manila,,120.9778681,14.608212,POINT (120.9778681 14.608212)
education,Manila,,120.9779619,14.6074563,POINT (120.9779619 14.6074563)
education,Manila,,120.9935262,14.5657934,POINT (120.9935262 14.5657934)
education,Manila,Gate 3 (Velasco),120.99354,14.5657647,POINT (120.99354 14.5657647)
education,Manila,Gate 2 (North),120.993822,14.5651604,POINT (120.993822 14.5651604)
education,Manila,,120.9939833,14.5647411,POINT (120.9939833 14.5647411)
education,Manila,,120.9942193,14.5642414,POINT (120.9942193 14.5642414)
education,Manila,Gate 4A (Gokongwei),120.9932565,14.5663487,POINT (120.9932565 14.5663487)
education,Manila,Gate 5A,120.9928752,14.567188,POINT (120.9928752 14.567188)
education,Manila,,120.9782118,14.6085382,POINT (120.9782118 14.6085382)
education,Manila,Philippine College of Criminology,120.9828512,14.6015949,POINT (120.9828512 14.6015949)
education,Manila,Gate 3,120.983525,14.616997,POINT (120.983525 14.616997)
education,Manila,Gate 4,120.9836954,14.6172245,POINT (120.9836954 14.6172245)
education,Manila,The Philippine Women's University,120.9893567,14.574431,POINT (120.9893567 14.574431)
education,Manila,,120.9893416,14.5744579,POINT (120.9893416 14.5744579)
education,Manila,"Eulogio ""Amang"" Rodriguez Vocational High School",121.0006773,14.5990372,POINT (121.0006773 14.5990372)
education,Manila,,121.012924,14.5910067,POINT (121.012924 14.5910067)
education,Manila,,120.9955531,14.5648572,POINT (120.9955531 14.5648572)
education,Manila,Rosauro Almario Elementary School - Island Puting Bato Annex,120.9534135,14.6043955,POINT (120.9534135 14.6043955)
